customerID,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
4815-GBTCD,0,-0.9965462655462497,No,No phone service,DSL,No,No,No,No,No,No,Yes,-1.4851050291949957,-0.8937266507632242,No,False,True,False,False,False,False,True,False
5135-GRQJV,1,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.61575588182821,2.8574104579128377,No,True,True,False,False,True,False,False,True
8133-ANHHJ,1,0.8771863748943124,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,1.2166523510305953,1.4148494397166222,No,False,False,False,True,False,False,False,False
4611-ANLQC,0,1.3352099092242276,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,No,-0.6209591233810302,0.3874334000018609,No,False,True,False,True,False,False,True,False
3259-KNMRR,1,1.2102943998615234,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,0.40976912572237456,1.0831162260241813,No,True,False,False,False,True,False,False,False
6569-KTMDU,0,-1.1214617749089537,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.695068191049393,-0.9305681759377213,No,False,False,False,False,False,False,False,True
2969-WGHQO,0,-0.8716307561835456,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,0.05231118074711982,-0.7218906687805053,No,False,True,True,True,False,False,True,False
2560-WBWXF,0,1.6683179341914387,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5198096840469622,-0.25627940813361516,No,True,False,False,False,True,False,False,False
3420-YJLQT,0,-1.0798232717880525,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,0.4028281947519812,-0.8701225567120313,No,False,False,False,False,False,False,True,False
0266-CLZKZ,0,1.6266794310705373,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1.3086196863883068,2.121924203022337,No,False,True,True,False,True,False,False,False
5196-WPYOW,0,1.6266794310705373,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,-0.2739125748613654,0.8807270682473992,No,True,True,True,True,False,False,False,True
9609-BENEA,0,0.2942473312016931,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,0.0366940860637348,0.1733561145723159,No,True,True,False,True,False,False,True,False
6465-GSRCL,0,1.6266794310705373,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1.3415891084976745,2.3619751054580207,No,False,False,True,True,False,False,False,False
7622-FWGEW,1,1.168655896740622,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.614526589348977,1.2591216570526227,No,True,True,False,False,True,False,False,False
5133-VRSAB,0,-0.8299922530626441,No,No phone service,DSL,Yes,No,No,No,No,No,No,-1.3393454788167365,-0.840640223022607,No,True,False,False,False,False,False,False,True
4883-KCPZJ,0,-0.24705320937002484,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.481634563709799,-0.6861883373343476,No,False,True,True,False,True,True,False,False
5003-XZWWO,0,1.7932334435541428,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0.5642048398136256,1.7751308482412493,No,True,True,False,False,True,True,False,False
8741-LQOBK,0,0.7522708655316083,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,-1.1415289461605276,-0.2009601606854526,No,False,True,True,False,False,False,False,False
6408-OTUBZ,0,1.5850409279496358,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,1.2704445660511434,2.1497888816175195,No,False,False,False,True,False,False,False,False
0430-IHCDJ,0,-0.5385227312163345,Yes,Yes,DSL,No,No,No,No,No,No,Yes,-0.6573990109755949,-0.5978552556389086,No,True,False,False,False,False,False,True,False
7011-CVEUC,0,-0.12213770000732072,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,0.9633083706112401,0.12626184584276406,No,True,True,False,False,False,True,False,False
5871-DGTXZ,0,0.16933182183898896,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6707749326530166,-0.6623564045374869,No,True,False,False,True,False,False,False,True
1907-YLNYW,0,-0.8299922530626441,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,-0.04312662009578802,-0.6754343485388234,No,True,False,False,False,False,False,True,False
9575-IWCAZ,0,-0.9132692593044469,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.486840261937594,-0.8613507650038178,No,True,True,False,True,False,False,False,True
2637-FKFSY,0,-1.038184768667151,Yes,No,DSL,No,No,No,No,No,No,Yes,-0.7580425100462977,-0.879965190524884,No,False,True,False,False,False,False,False,True
1357-MVDOZ,0,-0.70507674369994,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,-0.2877944368021519,-0.6279299700670694,No,True,True,True,False,False,False,False,False
1379-FRVEB,0,-0.5385227312163345,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0.8001964928069976,-0.28763001953751616,No,True,False,True,False,False,False,True,False
9214-EKVXR,0,-1.1214617749089537,Yes,No,DSL,No,No,No,No,No,No,Yes,-0.8309222852354274,-0.9192218064034606,No,False,False,False,False,False,False,False,True
6967-PEJLL,0,0.37752433744349584,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Yes,-0.9627999736728999,-0.24420395461321726,No,True,True,True,True,False,False,True,False
5457-COLHT,0,1.70995643731234,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,0.4410033150891446,1.5863436635808397,No,True,True,True,False,True,False,False,False
8766-PAFNE,0,1.7932334435541428,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0.38721110006859616,1.5965052716376273,No,True,True,False,False,True,True,False,False
5590-ZSKRV,0,-0.8299922530626441,Yes,No,DSL,Yes,Yes,No,No,No,No,No,-0.4613177110619843,-0.7195211458255593,No,False,True,True,False,False,False,False,True
6505-OZNPG,0,-0.9132692593044469,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.15765198110727757,-0.7803313070443179,No,False,False,False,False,True,False,False,True
5641-DMBFJ,0,1.2519329029824249,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5676753052988219,1.3010212023809467,No,False,True,False,False,True,False,True,False
2322-VCZHZ,1,-0.20541470624912347,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0.7654918379550311,-0.01693480580950178,No,True,True,False,False,False,False,True,False
1764-VUUMT,0,1.5850409279496358,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6655692344252213,-0.3609713117680084,No,True,False,True,False,True,True,False,False
6418-HNFED,0,0.9604633811361152,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5312354177042573,0.9241987009208315,No,True,True,False,False,True,True,False,False
1272-ILHFG,0,-0.5385227312163345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6759806308808114,-0.7876904985293904,No,True,True,True,True,False,False,False,True
7234-KMNRQ,0,-0.9965462655462497,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6985386565345897,-0.9058021042836222,No,True,False,False,False,False,False,False,True
1310-QRITU,0,-0.41360722185363036,Yes,Yes,DSL,No,No,No,No,No,No,Yes,-0.6122829596680386,-0.5231013631852754,No,False,False,False,False,False,False,True,False
9953-ZMKSM,0,1.4601254185869317,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.481634563709799,-0.22873370378236782,No,True,False,False,False,True,False,False,True
1703-MGIAB,0,-0.45524572497453175,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,0.0366940860637348,-0.43438095562220097,No,False,False,False,False,False,False,False,True
7156-MXBJE,0,0.6273553561689041,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0.595439029180395,0.7295332766221905,No,False,False,False,True,False,True,False,False
8232-UTFOZ,0,1.70995643731234,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6655692344252213,-0.3016193185215243,No,True,False,False,False,True,True,False,False
3486-HOOGQ,0,1.7515949404332414,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0.4080338929797763,1.6778209199664955,No,False,True,True,False,True,False,False,False
7356-AYNJP,0,-0.9965462655462497,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.5284858477599539,-0.8948430606169969,No,False,False,False,True,False,False,True,False
6685-XSHHU,0,1.3352099092242276,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6308645795732548,-0.3603105794055715,No,True,True,True,False,True,False,False,False
6265-SXWBU,0,1.70995643731234,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,0.9650436033538383,2.0277584494378003,No,True,True,True,True,False,True,False,False
6891-JPYFF,0,0.835547871773411,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1.29473782444752,1.337976646928278,No,False,True,True,False,False,True,False,False
6656-JWRQX,0,-1.1214617749089537,No,No phone service,DSL,No,No,No,Yes,No,No,No,-1.2976998929943768,-0.9253506686619267,No,False,False,False,False,False,False,False,True
6127-IYJOZ,1,-1.1214617749089537,Yes,No,DSL,No,No,No,No,No,No,Yes,-0.7667186737592894,-0.9183788030444895,No,True,False,False,False,False,False,False,True
2576-HXMPA,0,-1.1214617749089537,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.679451096366008,-0.9303631210666202,No,False,False,False,False,False,True,False,False
8022-BECSI,0,-0.24705320937002484,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6777158636234097,-0.7467478759328715,No,True,False,False,True,False,False,False,True
9924-JPRMC,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.7441631047804862,2.955472254048295,No,True,False,False,False,True,False,True,False
9314-QDMDW,0,-0.70507674369994,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,-0.23226698903900547,-0.6066498312216889,No,True,False,False,True,False,False,True,False
5339-PXDVH,0,-0.9965462655462497,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,0.7880498636088095,-0.7716050830852378,No,True,False,False,False,False,False,True,False
2017-CCBLH,0,-0.8299922530626441,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6638340016826232,-0.8747476832490895,No,False,False,False,False,True,False,False,True
5930-GBIWP,0,1.70995643731234,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0.4705022717133159,1.5912194127381323,No,True,False,False,False,True,True,False,False
0254-WWRKD,0,1.6266794310705373,Yes,No,DSL,No,Yes,No,No,No,No,No,-0.603606795955047,0.6244996148692954,No,False,True,True,True,False,True,False,False
5248-KWLAR,0,1.7932334435541428,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0.7776384671532192,1.9430024360493472,No,True,True,True,False,True,False,True,False
1302-UHBDD,1,-0.3303302156118276,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,0.7637566052124328,-0.18811005542978385,No,True,False,False,False,False,False,True,False
6537-OTKMY,0,-0.5385227312163345,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,No,-0.5966658649846536,-0.6256743664849573,No,True,False,False,True,False,False,True,False
9040-KZVWO,0,-0.08049919688641934,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,0.262274342601517,-0.019668870757516402,No,True,False,False,True,False,False,False,False
0308-GIQJT,1,1.7932334435541428,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,1.3120901518735033,2.424926950886058,No,True,False,False,True,False,False,False,False
0307-BCOPK,0,-0.49688422809543314,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6968034237919913,-0.7904245634774051,No,False,False,False,True,False,False,False,True
3219-JQRSL,1,1.834871946675044,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0.734257648588261,1.955374079939113,No,False,True,False,False,True,True,False,False
1839-UMACK,0,0.5857168530480027,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4885754946801923,-0.5064463508769531,No,True,False,False,True,False,False,True,False
5014-WUQMG,0,0.7939093686525096,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,0.9771902325520264,1.061813303304234,No,True,True,True,True,False,False,True,False
0420-TXVSG,0,1.5850409279496358,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,-0.06394941300696821,1.0786733704836577,No,True,True,False,False,True,True,False,False
4530-NDRKU,0,0.5857168530480027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6968034237919913,-0.5921137192480779,No,False,True,True,True,False,False,True,False
9955-QOPOY,0,1.70995643731234,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,-0.24788408372239049,1.0034638005386887,No,True,True,False,True,False,True,False,False
3680-CTHUH,0,1.3352099092242276,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.6886356570173393,2.273026859149279,No,True,False,False,True,False,True,False,False
5961-VUSRV,0,-0.6634382405790387,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6863920273364013,-0.8393187582977333,No,False,False,False,True,False,False,False,False
1641-BYBTK,0,-0.9132692593044469,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6568930707122298,-0.8944557347493616,No,True,False,True,False,False,False,False,True
5919-VCZYM,0,-1.0798232717880525,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6620987689400248,-0.9198141871421971,No,True,False,False,False,False,False,False,True
0716-BQNDX,1,1.2102943998615234,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,0.8956342936499053,1.6241648953617085,No,True,False,False,False,True,False,True,False
8838-GPHZP,0,1.4601254185869317,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6430112087714432,-0.34748325802446955,No,False,False,False,False,True,False,False,True
5274-XHAKY,0,0.5440783499271014,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0.9147218538184868,0.8349542642427209,No,False,True,True,False,False,False,False,False
8929-KSWIH,0,-0.12213770000732072,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,1.0882451280783192,0.20607375845022427,No,True,False,False,False,True,False,False,False
6916-HIJSE,0,1.5434024248287344,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.5867628654674034,1.548362944678003,No,False,False,False,False,True,False,False,False
2228-BZDEE,0,1.0853788904988193,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6603635361974265,-0.4473905479998372,No,False,False,False,False,True,False,False,True
1346-PJWTK,0,1.376848412345129,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0.9095161555906922,1.672603412690701,No,True,True,False,False,False,True,False,False
1561-BWHIN,0,-0.37196871873272896,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6707749326530166,-0.7822907202570616,No,True,True,True,True,False,False,False,True
2882-DDZPG,0,-0.6634382405790387,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6829215618512046,-0.8356277706179135,No,False,False,False,False,False,False,False,False
9648-BCHKM,0,-0.41360722185363036,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.502457356620979,-0.7244880304811192,No,False,True,True,False,True,True,False,False
1930-QPBVZ,0,1.6683179341914387,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0.9424855777000599,2.1062033295712532,No,True,True,True,False,True,False,False,False
7795-CFOCW,0,0.7106323624107068,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,-0.8899201984837705,-0.10048327384591524,No,True,False,False,True,False,False,False,False
0906-QVPMS,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,1.6383139074819884,2.8653848140112137,No,True,True,False,False,True,False,False,False
4118-CEVPF,1,0.2942473312016931,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.487348658875934,0.8088439439891814,No,False,False,False,True,False,False,False,False
5968-XQIVE,0,1.834871946675044,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0.7550804414994412,2.0631645905145892,No,True,True,True,True,False,False,True,False
5149-TGWDZ,0,-0.28869171249092623,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.2704445660511434,0.08117255807508966,No,False,False,False,True,False,False,False,True
1265-BCFEO,0,1.7932334435541428,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,0.4340623841187512,1.6408882592937313,No,False,True,False,False,True,False,False,False
6873-UDNLD,0,0.5024398468062,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,-0.017098128956813154,0.30518361281575435,No,True,False,False,False,False,False,True,False
7143-BQIBA,0,-0.7467152468208414,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,-0.197562334187039,-0.659964097707974,No,True,False,False,False,False,False,False,False
4526-ZJJTM,1,-0.12213770000732072,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,0.7099643901918848,0.059186119118138744,No,False,True,False,False,False,False,False,False
7576-ASEJU,0,0.5440783499271014,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,0.2345106187199439,0.5132687392342339,No,False,True,True,True,False,True,False,False
6242-MBHPK,1,-0.20541470624912347,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0.9424855777000599,0.12065701269933421,No,False,True,False,False,False,False,True,False
1400-WIVLL,0,1.2102943998615234,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,1.3884403925478297,1.7810546556286144,No,True,True,False,False,True,False,True,False
3489-HHPFY,0,-1.0798232717880525,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,0.5589991415858303,-0.8781880483086745,No,False,True,False,False,False,False,True,False
7560-QJAVJ,0,1.7515949404332414,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0.40456342749457935,1.607714937924487,No,False,False,False,False,True,False,False,False
6719-FGEDO,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,1.0084244219187966,2.297952417925345,No,False,True,False,False,True,False,False,False
7941-RCJOW,0,1.5434024248287344,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.679451096366008,-0.38396024120589795,No,True,False,False,False,True,True,False,False
1760-CAZHT,0,-0.12213770000732072,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.63607027780105,-0.7295688345095129,No,True,False,True,False,False,False,False,True
6128-AQBMT,1,0.5440783499271014,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,-0.48561096945836074,0.07023629828303117,No,True,True,False,False,False,False,True,False
0674-EYYZV,0,-1.1214617749089537,Yes,No,DSL,No,No,No,No,Yes,No,Yes,-0.4613177110619843,-0.9143688411207346,No,False,False,False,False,False,False,True,False
1661-CZBAU,0,0.835547871773411,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,0.10436816302506956,0.7144731355335432,No,True,False,False,True,False,False,False,False
8573-JGCZW,0,-0.45524572497453175,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6759806308808114,-0.7790781939431445,No,True,False,False,True,False,False,False,False
7989-AWGEH,0,0.8771863748943124,No,No phone service,DSL,Yes,No,No,No,No,Yes,Yes,-0.9975046285248664,-0.1016680353233882,No,True,True,True,False,False,False,True,False
4703-MQYKT,0,-0.28869171249092623,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6777158636234097,-0.7613751234047498,No,True,False,False,False,True,False,False,True
6993-YCOBK,0,1.3352099092242276,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,1.4804077279055405,2.062207667782785,No,True,True,True,False,True,False,True,False
5356-KZCKT,0,1.2519329029824249,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.509398287591372,-0.24955816513641255,No,True,False,False,False,True,True,False,False
5124-EOGYE,0,0.12769331871808756,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.648216906999238,-0.6482987539297784,No,True,False,False,False,True,False,False,True
4455-BFSPD,0,1.376848412345129,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,1.1524487395544576,1.96972792091619,No,False,True,False,True,False,False,False,False
4423-JWZJN,0,1.5017639217078331,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,0.7741680016680227,1.625805334330517,No,True,True,True,True,False,True,False,False
4891-NLUBA,0,1.376848412345129,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,-0.22532605806861208,0.7700430056019405,No,False,True,True,False,True,False,False,False
3200-MNQTF,0,1.6266794310705373,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0.10263293028247132,1.1919775787042972,No,True,True,False,False,True,True,False,False
1073-XXCZD,0,1.1270173936197208,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.466017469026414,-0.2814328056553496,No,True,True,False,False,True,False,False,False
3556-BVQGL,0,-0.3303302156118276,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6638340016826232,-0.7495047247554529,No,False,True,False,True,False,False,False,True
6416-YJTTB,0,-0.70507674369994,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,0.40109296200938294,-0.5767118200409288,No,True,False,False,False,False,False,False,False
0017-IUDMW,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.695576587987733,2.914279008831542,No,False,True,True,False,True,True,False,False
9297-FVVDH,0,1.2102943998615234,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0.5746162362692153,1.2686681004961071,No,False,True,True,False,True,False,True,False
1282-IHQAC,1,1.7515949404332414,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Yes,-0.8291870524928292,0.4330695007591383,No,True,False,False,True,False,True,False,False
1936-UAFEH,0,1.6683179341914387,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,1.4682610987073523,2.377764330532806,No,False,False,False,False,True,True,False,False
8627-ZYGSZ,0,0.7939093686525096,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0.3802701690982032,0.7241107144752947,No,True,True,False,True,False,False,True,False
1085-LDWAM,0,1.70995643731234,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6516873724844348,-0.28188848314668535,No,False,True,True,True,False,True,False,False
4622-YNKIJ,0,0.21097032495989032,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,0.7290519503604663,0.44036034062051066,No,True,False,False,False,True,False,True,False
1172-VIYBP,0,1.0437403873779179,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,0.06098734446011144,0.7403784009159818,No,True,True,True,False,True,False,False,False
6729-GDNGC,1,-0.3303302156118276,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,0.4427385478317428,-0.20371700950803398,No,False,False,False,False,False,False,False,False
3587-PMCOY,0,-0.7467152468208414,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1.074363266137533,-0.45399787162420585,No,True,False,False,True,False,False,True,False
3043-SUDUA,0,0.16933182183898896,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6673044671678199,-0.6651588211092019,No,False,False,False,False,False,False,False,False
7901-TBKJX,1,1.168655896740622,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.1489782740692607,1.6097882705100648,No,True,False,False,False,False,False,True,False
0825-CPPQH,0,1.7932334435541428,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.695068191049393,-0.3138770430384565,No,False,True,False,False,True,True,False,False
8006-PYCSW,0,-1.0798232717880525,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6603635361974265,-0.9211356518670709,No,False,False,False,False,False,False,False,True
3853-LYGAM,0,-0.45524572497453175,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,0.9615731378686418,-0.19196053023157114,No,True,False,False,False,False,False,False,False
1335-HQMKX,0,1.834871946675044,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.1593896705248505,2.397723004653312,No,False,True,False,True,False,False,True,False
2812-ENYMO,0,-0.08049919688641934,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,No,-0.464788176547181,-0.3182515469552799,No,True,False,False,True,False,True,False,False
6103-BOCOU,0,-0.08049919688641934,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,0.4427385478317428,0.06002912247710988,No,False,False,False,False,False,False,True,False
2581-VKIRT,0,1.293571406103326,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,-0.08477220591814791,0.7928952317924294,No,False,True,True,True,False,False,False,True
4353-HYOJD,0,-0.03886069376551795,Yes,No,DSL,No,Yes,No,No,No,No,No,-0.6279000543514234,-0.3304181359739449,No,False,True,True,False,False,False,False,True
4188-FRABG,0,1.2102943998615234,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,1.2183875837731937,1.7609592782607066,No,True,True,False,False,False,False,True,False
5995-WWKKG,0,0.37752433744349584,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6707749326530166,-0.6225529756693073,No,False,False,False,True,False,False,True,False
0311-QYWSS,0,-0.9132692593044469,Yes,No,DSL,Yes,No,No,No,No,No,Yes,-0.6417819162922099,-0.7959154772480012,No,False,False,False,False,False,False,True,False
3583-KRKMD,0,-0.41360722185363036,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,0.2761562045423038,-0.31360363654365503,No,True,False,False,False,False,False,False,False
8311-UEUAB,0,1.6266794310705373,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,0.262274342601517,1.4436710410436098,No,False,True,True,False,True,False,True,False
8910-LEDAG,1,0.2526088280807917,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.12519095593624924,0.16681714257164762,No,True,True,False,False,False,True,False,False
0750-EBAIU,0,1.0021018842570166,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,No,0.8088726565199892,1.2198650411740461,No,True,False,False,True,False,False,True,False
9200-NLNPD,0,1.168655896740622,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,-0.48214050397316427,0.4094426228333787,No,True,True,False,True,False,False,False,False
8266-VBFQL,0,-0.9965462655462497,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,0.7793736998958178,-0.776754238737332,No,True,False,False,False,False,False,True,False
